user_id,variant,country,device_type,num_questions_asked,avg_word_count,quality_answer_rate,assignment_date
7212,treatment,IN,mobile,0,,,2026-06-04
7213,treatment,US,desktop,2,38.0,1.0,2026-06-03
7214,control,IN,mobile,5,21.0,0.6,2026-06-03
7215,control,CA,mobile,3,32.0,0.333,2026-06-01
7216,treatment,IN,mobile,6,43.3,1.0,2026-06-02
7217,control,BR,desktop,0,,,2026-06-02
7218,treatment,GB,mobile,5,63.0,0.8,2026-06-05
7219,treatment,BR,tablet,1,36.0,1.0,2026-06-04
7220,treatment,IN,mobile,5,57.4,0.8,2026-06-03
7221,treatment,US,desktop,8,46.9,0.875,2026-06-03
7222,treatment,DE,desktop,3,43.7,1.0,2026-06-01
7223,control,IN,mobile,4,47.5,0.75,2026-06-05
7224,control,DE,mobile,8,32.0,0.5,2026-06-03
7225,control,US,desktop,5,34.2,0.8,2026-06-03
7226,control,IN,mobile,3,20.0,1.0,2026-06-04
7227,control,US,mobile,1,39.0,1.0,2026-06-02
7228,control,DE,mobile,2,40.0,0.5,2026-06-05
7229,control,US,mobile,4,33.0,0.5,2026-06-05
7230,treatment,BR,mobile,3,38.3,1.0,2026-06-01
7231,treatment,US,mobile,2,53.0,1.0,2026-06-04
7232,control,PH,desktop,6,45.0,0.667,2026-06-03
7233,control,IN,desktop,4,51.5,0.5,2026-06-03
7234,treatment,US,desktop,0,,,2026-06-03
7235,treatment,US,desktop,3,44.7,0.333,2026-06-03
7236,control,US,desktop,7,33.7,0.429,2026-06-02
7237,treatment,IN,mobile,4,53.0,0.75,2026-06-01
7238,control,US,mobile,2,41.5,1.0,2026-06-01
7239,control,GB,mobile,0,,,2026-06-02
7240,control,BR,desktop,1,11.0,0.0,2026-06-03
7241,control,US,mobile,1,15.0,0.0,2026-06-05
7242,control,BR,mobile,5,21.0,0.8,2026-06-01
7243,treatment,IN,tablet,3,42.0,0.667,2026-06-03
7244,control,IN,tablet,6,24.0,0.667,2026-06-01
7245,control,IN,mobile,0,,,2026-06-01
7246,treatment,US,mobile,0,,,2026-06-04
7247,control,US,desktop,1,22.0,0.0,2026-06-02
7248,treatment,US,desktop,3,57.0,1.0,2026-06-03
7249,control,US,tablet,17,28.4,0.882,2026-06-03
7250,treatment,GB,desktop,1,16.0,0.0,2026-06-04
7251,control,US,mobile,1,34.0,0.0,2026-06-01
7252,control,US,mobile,5,52.0,0.6,2026-06-03
7253,treatment,IN,mobile,1,56.0,1.0,2026-06-01
7254,treatment,AU,desktop,1,37.0,1.0,2026-06-01
7255,treatment,IN,mobile,7,45.3,1.0,2026-06-02
7256,control,US,mobile,1,18.0,1.0,2026-06-02
7257,treatment,IN,mobile,2,38.0,0.0,2026-06-04
7258,control,US,desktop,2,27.5,1.0,2026-06-03
7259,treatment,US,mobile,1,27.0,1.0,2026-06-02
7260,control,US,tablet,4,38.2,1.0,2026-06-04
7261,treatment,US,mobile,3,74.3,1.0,2026-06-02
7262,treatment,US,mobile,2,23.0,0.0,2026-06-04
7263,control,IN,desktop,2,33.5,0.0,2026-06-04
7264,treatment,US,mobile,3,38.3,0.333,2026-06-03
7265,control,GB,mobile,1,52.0,1.0,2026-06-04
7266,treatment,PH,mobile,2,46.5,1.0,2026-06-01
7267,treatment,AU,desktop,1,32.0,1.0,2026-06-05
7268,control,PH,mobile,1,46.0,1.0,2026-06-01
7269,treatment,DE,tablet,0,,,2026-06-03
7270,control,US,tablet,7,39.4,0.714,2026-06-05
7271,treatment,GB,mobile,5,34.6,0.8,2026-06-05
7272,control,BR,mobile,1,13.0,1.0,2026-06-02
7273,treatment,CA,desktop,6,40.2,1.0,2026-06-04
7274,treatment,DE,mobile,0,,,2026-06-01
7275,control,IN,mobile,3,41.0,0.667,2026-06-03
7276,control,PH,desktop,2,29.0,0.0,2026-06-05
7277,treatment,DE,desktop,4,40.0,0.75,2026-06-01
7278,control,BR,desktop,3,34.7,0.333,2026-06-02
7279,treatment,US,desktop,6,49.2,0.667,2026-06-04
7280,control,US,mobile,3,15.0,0.0,2026-06-02
7281,treatment,AU,desktop,1,71.0,0.0,2026-06-04
7282,treatment,DE,mobile,3,53.3,0.667,2026-06-01
7283,control,US,mobile,2,22.5,1.0,2026-06-05
7284,control,DE,desktop,4,26.0,0.25,2026-06-04
7285,treatment,CA,desktop,1,123.0,1.0,2026-06-03
7286,treatment,US,mobile,0,,,2026-06-04
7287,control,US,mobile,3,37.3,0.667,2026-06-05
7288,treatment,BR,mobile,2,33.5,0.5,2026-06-01
7289,treatment,DE,desktop,4,34.5,0.75,2026-06-03
7290,control,US,mobile,4,41.5,0.75,2026-06-05
7291,treatment,US,desktop,0,,,2026-06-02
7292,treatment,US,desktop,2,22.5,1.0,2026-06-02
7293,treatment,PH,mobile,2,65.0,1.0,2026-06-05
7294,treatment,IN,desktop,4,58.8,0.5,2026-06-01
7295,treatment,GB,mobile,0,,,2026-06-02
7296,control,BR,desktop,0,,,2026-06-02
7297,control,GB,mobile,10,32.5,0.6,2026-06-01
7298,control,US,desktop,1,42.0,1.0,2026-06-01
7299,control,DE,desktop,6,44.2,0.667,2026-06-03
7300,treatment,DE,mobile,3,38.3,1.0,2026-06-05
7301,control,US,mobile,2,35.0,1.0,2026-06-04
7302,control,IN,mobile,3,47.0,0.667,2026-06-01
7303,treatment,IN,mobile,9,37.8,0.667,2026-06-02
7304,control,GB,mobile,0,,,2026-06-05
7305,control,BR,desktop,4,38.8,0.75,2026-06-01
7306,treatment,IN,mobile,3,51.7,0.333,2026-06-02
7307,treatment,BR,desktop,0,,,2026-06-01
7308,treatment,US,mobile,1,19.0,0.0,2026-06-02
7309,treatment,IN,mobile,3,43.3,0.333,2026-06-02
7310,control,PH,mobile,7,26.4,0.571,2026-06-03
7311,control,GB,mobile,4,38.0,0.75,2026-06-05
7312,treatment,US,mobile,3,32.7,0.667,2026-06-04
7313,control,US,mobile,1,20.0,1.0,2026-06-01
7314,treatment,US,mobile,2,47.0,1.0,2026-06-04
7315,control,PH,tablet,4,40.5,1.0,2026-06-04
7316,treatment,US,mobile,4,40.8,1.0,2026-06-02
7317,treatment,IN,mobile,4,36.2,0.75,2026-06-04
7318,treatment,CA,desktop,1,22.0,1.0,2026-06-04
7319,control,US,mobile,1,68.0,0.0,2026-06-03
7320,control,US,tablet,1,17.0,0.0,2026-06-01
7321,treatment,IN,desktop,7,45.9,0.857,2026-06-01
7322,treatment,GB,desktop,7,48.0,0.857,2026-06-03
7323,treatment,DE,mobile,1,31.0,1.0,2026-06-04
7324,treatment,CA,mobile,2,57.5,1.0,2026-06-05
7325,control,IN,desktop,2,36.0,0.0,2026-06-02
7326,control,DE,mobile,4,33.0,0.0,2026-06-01
7327,control,DE,desktop,3,24.3,1.0,2026-06-02
7328,treatment,US,mobile,1,59.0,0.0,2026-06-04
7329,control,GB,mobile,1,15.0,1.0,2026-06-05
7330,control,IN,mobile,4,22.2,0.75,2026-06-04
7331,control,PH,mobile,0,,,2026-06-05
7332,control,BR,desktop,8,50.4,1.0,2026-06-01
7333,control,PH,desktop,3,33.3,1.0,2026-06-04
7334,treatment,US,mobile,3,39.0,0.333,2026-06-02
7335,control,IN,mobile,8,28.8,0.75,2026-06-01
7336,treatment,PH,tablet,1,20.0,1.0,2026-06-02
7337,control,IN,desktop,5,35.0,0.8,2026-06-05
7338,treatment,IN,mobile,3,61.7,1.0,2026-06-02
7339,treatment,DE,mobile,8,46.6,0.5,2026-06-05
7340,treatment,PH,desktop,2,55.5,1.0,2026-06-02
7341,control,US,desktop,2,29.0,1.0,2026-06-04
7342,control,CA,mobile,2,22.5,1.0,2026-06-02
7343,treatment,GB,desktop,1,58.0,1.0,2026-06-05
7344,treatment,GB,mobile,3,43.7,1.0,2026-06-01
7345,control,DE,mobile,1,52.0,1.0,2026-06-05
7346,control,US,desktop,1,19.0,1.0,2026-06-04
7347,control,US,mobile,1,56.0,1.0,2026-06-05
7348,control,GB,desktop,1,19.0,1.0,2026-06-02
7349,treatment,IN,mobile,3,49.7,0.667,2026-06-04
7350,control,BR,mobile,2,28.5,1.0,2026-06-02
7351,control,CA,mobile,5,31.8,0.8,2026-06-01
7352,control,US,mobile,10,24.3,0.8,2026-06-01
7353,control,US,desktop,8,32.4,0.5,2026-06-03
7354,control,CA,mobile,0,,,2026-06-05
7355,control,US,desktop,1,21.0,0.0,2026-06-05
7356,treatment,IN,mobile,2,36.0,0.5,2026-06-04
7357,treatment,GB,tablet,1,70.0,1.0,2026-06-03
7358,treatment,GB,desktop,2,62.5,1.0,2026-06-04
7359,treatment,DE,mobile,3,44.3,0.667,2026-06-04
7360,control,GB,desktop,3,40.7,0.667,2026-06-05
7361,control,US,desktop,1,25.0,0.0,2026-06-05
7362,treatment,IN,desktop,1,50.0,0.0,2026-06-01
7363,control,IN,mobile,3,24.0,0.667,2026-06-05
7364,treatment,DE,tablet,1,27.0,0.0,2026-06-02
7365,treatment,US,mobile,2,51.0,1.0,2026-06-01
7366,control,PH,desktop,2,34.0,0.0,2026-06-04
7367,treatment,US,desktop,8,42.9,0.625,2026-06-03
7368,control,US,mobile,2,22.0,0.5,2026-06-05
7369,treatment,US,mobile,3,60.0,1.0,2026-06-05
7370,treatment,AU,mobile,2,19.0,1.0,2026-06-05
7371,treatment,IN,desktop,2,44.0,1.0,2026-06-02
7372,treatment,CA,mobile,0,,,2026-06-05
7373,control,US,mobile,5,42.6,0.4,2026-06-01
7374,treatment,PH,mobile,4,37.2,0.75,2026-06-03
7375,treatment,US,mobile,13,38.8,0.769,2026-06-01
7376,treatment,US,tablet,0,,,2026-06-05
7377,control,BR,desktop,1,22.0,1.0,2026-06-01
7378,control,IN,mobile,1,21.0,1.0,2026-06-01
7379,control,US,mobile,1,30.0,0.0,2026-06-01
7380,treatment,BR,desktop,3,70.3,0.333,2026-06-04
7381,treatment,GB,mobile,0,,,2026-06-04
7382,treatment,DE,desktop,5,36.2,0.4,2026-06-04
7383,treatment,BR,mobile,2,32.5,1.0,2026-06-03
7384,control,US,mobile,2,29.0,0.5,2026-06-05
7385,treatment,US,desktop,8,36.9,0.75,2026-06-01
7386,treatment,GB,mobile,2,39.0,1.0,2026-06-05
7387,control,US,mobile,1,18.0,1.0,2026-06-02
7388,treatment,US,mobile,2,57.0,1.0,2026-06-02
7389,control,IN,desktop,2,25.0,1.0,2026-06-03
7390,treatment,PH,mobile,4,45.5,1.0,2026-06-04
7391,control,IN,desktop,2,46.0,0.5,2026-06-05
7392,control,IN,desktop,1,71.0,0.0,2026-06-04
7393,treatment,US,mobile,2,61.0,0.5,2026-06-03
7394,treatment,BR,desktop,5,55.2,0.4,2026-06-03
7395,control,CA,desktop,4,59.2,0.75,2026-06-05
7396,treatment,US,desktop,4,42.5,0.75,2026-06-03
7397,treatment,US,mobile,4,40.5,0.75,2026-06-03
7398,treatment,PH,desktop,4,42.2,1.0,2026-06-01
7399,control,PH,mobile,5,46.6,0.8,2026-06-05
7400,control,US,desktop,0,,,2026-06-04
7401,treatment,US,mobile,0,,,2026-06-02
7402,control,DE,desktop,2,63.5,1.0,2026-06-04
7403,treatment,IN,desktop,2,59.5,1.0,2026-06-02
7404,treatment,IN,mobile,7,46.6,0.857,2026-06-05
7405,treatment,US,mobile,2,46.0,0.0,2026-06-02
7406,treatment,PH,desktop,13,54.1,1.0,2026-06-01
7407,control,US,mobile,2,27.0,0.5,2026-06-02
7408,treatment,BR,mobile,3,78.7,1.0,2026-06-05
7409,treatment,US,mobile,2,58.5,0.5,2026-06-03
7410,treatment,IN,mobile,15,43.9,0.6,2026-06-05
7411,control,CA,mobile,1,32.0,0.0,2026-06-04
7412,control,GB,mobile,4,30.5,0.5,2026-06-04
7413,control,IN,mobile,0,,,2026-06-04
7414,treatment,PH,mobile,3,41.3,1.0,2026-06-01
7415,control,IN,mobile,6,26.7,1.0,2026-06-04
7416,treatment,IN,desktop,1,59.0,0.0,2026-06-05
7417,treatment,US,mobile,3,32.0,0.667,2026-06-02
7418,control,GB,tablet,4,30.0,1.0,2026-06-05
7419,treatment,US,desktop,8,53.1,0.875,2026-06-01
7420,control,US,mobile,0,,,2026-06-05
7421,control,US,mobile,6,30.0,0.833,2026-06-03
7422,control,BR,desktop,2,21.5,1.0,2026-06-01
7423,control,US,mobile,2,56.0,1.0,2026-06-04
7424,treatment,US,mobile,2,68.5,1.0,2026-06-02
7425,treatment,IN,mobile,8,37.6,0.875,2026-06-01
7426,control,US,mobile,2,53.5,0.5,2026-06-02
7427,treatment,PH,desktop,3,37.7,1.0,2026-06-04
7428,treatment,CA,mobile,1,23.0,0.0,2026-06-03
7429,control,BR,mobile,3,38.7,0.333,2026-06-02
7430,control,US,mobile,5,28.2,0.6,2026-06-04
7431,control,PH,mobile,4,30.8,1.0,2026-06-05
7432,control,AU,mobile,17,32.7,0.529,2026-06-01
7433,control,US,desktop,2,38.5,0.5,2026-06-04
7434,control,PH,mobile,4,29.5,0.0,2026-06-03
7435,control,US,desktop,6,31.3,0.667,2026-06-02
7436,treatment,PH,desktop,7,46.3,0.571,2026-06-03
7437,treatment,IN,mobile,3,55.7,1.0,2026-06-05
7438,control,US,mobile,1,41.0,1.0,2026-06-05
7439,control,US,desktop,5,29.0,0.8,2026-06-05
7440,treatment,PH,mobile,4,52.8,0.5,2026-06-05
7441,control,IN,mobile,1,43.0,1.0,2026-06-01
7442,treatment,IN,desktop,1,52.0,1.0,2026-06-02
7443,treatment,GB,desktop,2,47.5,0.5,2026-06-05
7444,control,BR,mobile,0,,,2026-06-03
7445,control,US,tablet,2,33.0,0.0,2026-06-02
7446,treatment,US,desktop,2,87.0,0.5,2026-06-01
7447,treatment,CA,desktop,3,32.3,1.0,2026-06-02
7448,treatment,US,mobile,2,20.5,1.0,2026-06-02
7449,control,GB,desktop,4,29.0,1.0,2026-06-03
7450,treatment,BR,mobile,4,41.8,0.75,2026-06-05
7451,control,US,desktop,2,30.5,0.5,2026-06-02
7452,control,IN,desktop,2,37.5,0.5,2026-06-04
7453,treatment,PH,tablet,0,,,2026-06-03
7454,control,PH,mobile,4,38.2,0.75,2026-06-03
7455,control,US,mobile,5,24.4,0.4,2026-06-02
7456,treatment,IN,desktop,1,36.0,1.0,2026-06-04
7457,control,US,tablet,6,27.3,0.5,2026-06-02
7458,treatment,US,mobile,0,,,2026-06-05
7459,control,AU,desktop,1,20.0,1.0,2026-06-05
7460,treatment,AU,mobile,10,35.6,0.7,2026-06-04
7461,treatment,IN,mobile,5,53.2,0.6,2026-06-03
7462,control,US,mobile,3,15.7,0.667,2026-06-03
7463,treatment,IN,mobile,0,,,2026-06-04
7464,treatment,GB,mobile,2,95.5,1.0,2026-06-05
7465,control,US,mobile,8,39.8,0.625,2026-06-04
7466,treatment,BR,desktop,2,47.0,1.0,2026-06-02
7467,control,PH,mobile,2,18.5,0.0,2026-06-02
7468,treatment,BR,desktop,2,98.5,1.0,2026-06-01
7469,control,US,mobile,1,29.0,1.0,2026-06-05
7470,control,US,desktop,12,39.8,0.833,2026-06-05
7471,treatment,IN,mobile,1,52.0,0.0,2026-06-01
7472,treatment,US,mobile,3,52.3,0.667,2026-06-04
7473,treatment,AU,mobile,6,53.8,0.667,2026-06-04
7474,control,IN,mobile,1,30.0,1.0,2026-06-05
7475,control,BR,desktop,0,,,2026-06-02
7476,control,IN,desktop,4,27.5,1.0,2026-06-05
7477,treatment,US,mobile,1,50.0,1.0,2026-06-05
7478,treatment,US,mobile,2,20.0,1.0,2026-06-03
7479,treatment,IN,mobile,4,32.2,0.25,2026-06-04
7480,control,US,mobile,7,28.0,0.429,2026-06-05
7481,control,BR,desktop,3,55.0,1.0,2026-06-02
7482,control,IN,mobile,5,27.2,1.0,2026-06-05
7483,treatment,BR,mobile,0,,,2026-06-01
7484,control,IN,mobile,2,29.0,1.0,2026-06-03
7485,control,IN,mobile,2,28.5,1.0,2026-06-01
7486,treatment,IN,desktop,3,33.0,1.0,2026-06-02
7487,control,AU,mobile,1,17.0,0.0,2026-06-04
7488,treatment,GB,desktop,0,,,2026-06-03
7489,treatment,DE,desktop,8,58.4,1.0,2026-06-03
7490,control,IN,mobile,3,24.0,0.667,2026-06-05
7491,treatment,CA,tablet,0,,,2026-06-01
7492,treatment,PH,mobile,5,40.0,1.0,2026-06-05
7493,treatment,US,tablet,2,27.0,0.5,2026-06-01
7494,treatment,IN,desktop,1,85.0,1.0,2026-06-03
7495,treatment,US,mobile,3,41.3,0.333,2026-06-02
7496,control,US,desktop,4,25.8,0.75,2026-06-03
7497,control,IN,desktop,2,25.0,1.0,2026-06-05
7498,control,DE,mobile,1,35.0,1.0,2026-06-03
7499,control,US,mobile,6,34.2,0.833,2026-06-04
7500,control,IN,mobile,3,53.3,0.667,2026-06-04
7501,treatment,US,mobile,9,39.9,0.667,2026-06-04
7502,treatment,US,mobile,0,,,2026-06-04
7503,treatment,US,mobile,5,47.2,0.8,2026-06-03
7504,treatment,IN,mobile,1,43.0,0.0,2026-06-03
7505,control,BR,desktop,7,37.6,0.714,2026-06-05
7506,control,US,mobile,2,15.5,0.5,2026-06-05
7507,control,BR,desktop,2,45.5,1.0,2026-06-04
7508,control,IN,desktop,5,42.0,0.8,2026-06-04
7509,treatment,IN,tablet,0,,,2026-06-03
7510,control,IN,mobile,1,36.0,0.0,2026-06-03
7511,treatment,IN,desktop,10,43.8,0.8,2026-06-01
7512,control,IN,mobile,2,33.5,1.0,2026-06-01
7513,control,BR,mobile,0,,,2026-06-05
7514,treatment,GB,desktop,2,34.5,1.0,2026-06-03
7515,treatment,IN,mobile,0,,,2026-06-02
7516,treatment,PH,desktop,5,38.6,0.6,2026-06-03
7517,treatment,DE,mobile,5,68.4,0.8,2026-06-04
7518,treatment,AU,desktop,1,155.0,0.0,2026-06-04
7519,treatment,IN,mobile,0,,,2026-06-02
7520,treatment,PH,mobile,1,17.0,1.0,2026-06-01
7521,control,US,mobile,1,27.0,1.0,2026-06-04
7522,control,DE,tablet,2,29.0,0.5,2026-06-02
7523,treatment,IN,tablet,5,54.6,1.0,2026-06-03
7524,treatment,IN,desktop,2,36.0,1.0,2026-06-02
7525,treatment,PH,mobile,3,46.3,0.667,2026-06-03
7526,treatment,PH,mobile,1,41.0,0.0,2026-06-02
7527,control,BR,desktop,2,47.0,0.5,2026-06-05
7528,treatment,IN,mobile,0,,,2026-06-04
7529,treatment,IN,mobile,1,33.0,1.0,2026-06-05
7530,treatment,US,mobile,3,49.3,1.0,2026-06-04
7531,treatment,IN,mobile,0,,,2026-06-05
7532,control,US,mobile,5,41.2,1.0,2026-06-01
7533,control,GB,desktop,0,,,2026-06-04
7534,treatment,US,desktop,8,40.5,0.875,2026-06-02
7535,control,IN,mobile,4,31.2,0.75,2026-06-04
7536,treatment,BR,mobile,1,26.0,1.0,2026-06-05
7537,control,AU,mobile,0,,,2026-06-04
7538,control,GB,mobile,6,35.5,0.667,2026-06-02
7539,treatment,US,mobile,11,61.1,0.636,2026-06-05
7540,treatment,PH,mobile,5,45.2,0.4,2026-06-05
7541,treatment,IN,desktop,0,,,2026-06-01
7542,control,GB,mobile,5,31.0,0.6,2026-06-03
7543,treatment,DE,mobile,2,25.5,0.5,2026-06-05
7544,control,US,mobile,4,22.0,1.0,2026-06-03
7545,control,GB,mobile,2,27.0,1.0,2026-06-05
7546,treatment,US,mobile,1,40.0,1.0,2026-06-02
7547,treatment,CA,desktop,2,33.5,1.0,2026-06-05
7548,treatment,IN,mobile,2,48.5,0.0,2026-06-05
7549,treatment,PH,desktop,4,34.5,0.75,2026-06-04
7550,treatment,PH,mobile,2,44.0,1.0,2026-06-04
7551,treatment,BR,mobile,3,41.7,1.0,2026-06-05
7552,treatment,PH,mobile,5,46.2,0.6,2026-06-04
7553,control,BR,desktop,1,28.0,1.0,2026-06-04
7554,control,IN,desktop,1,38.0,1.0,2026-06-05
7555,control,US,desktop,3,30.3,0.333,2026-06-04
7556,treatment,IN,mobile,2,37.0,0.5,2026-06-04
7557,treatment,US,desktop,2,40.0,0.5,2026-06-05
7558,treatment,IN,desktop,2,49.0,1.0,2026-06-05
7559,treatment,BR,tablet,7,52.1,0.571,2026-06-02
7560,treatment,PH,tablet,1,30.0,1.0,2026-06-03
7561,treatment,IN,tablet,3,56.0,0.667,2026-06-05
7562,control,GB,mobile,3,52.0,0.667,2026-06-02
7563,treatment,IN,desktop,7,40.9,0.714,2026-06-02
7564,control,US,desktop,0,,,2026-06-05
7565,control,CA,desktop,4,19.0,1.0,2026-06-05
7566,control,US,mobile,1,29.0,1.0,2026-06-05
7567,treatment,IN,tablet,1,19.0,0.0,2026-06-04
7568,control,CA,desktop,1,14.0,0.0,2026-06-04
7569,treatment,PH,mobile,1,50.0,1.0,2026-06-01
7570,control,PH,desktop,3,44.3,1.0,2026-06-01
7571,treatment,US,tablet,2,69.5,0.0,2026-06-05
7572,treatment,CA,mobile,8,65.1,0.75,2026-06-04
7573,control,US,tablet,1,65.0,0.0,2026-06-05
7574,control,IN,mobile,0,,,2026-06-05
7575,treatment,PH,mobile,3,49.0,1.0,2026-06-05
7576,treatment,US,mobile,0,,,2026-06-04
7577,control,DE,mobile,7,34.1,0.571,2026-06-05
7578,treatment,GB,mobile,0,,,2026-06-04
7579,control,US,mobile,0,,,2026-06-01
7580,control,IN,desktop,0,,,2026-06-02
7581,control,PH,desktop,0,,,2026-06-01
7582,treatment,DE,desktop,5,41.4,1.0,2026-06-02
7583,control,US,mobile,2,22.0,0.0,2026-06-05
7584,control,PH,mobile,0,,,2026-06-05
7585,control,US,mobile,3,33.7,0.667,2026-06-04
7586,control,US,mobile,0,,,2026-06-02
7587,treatment,PH,mobile,3,44.0,0.667,2026-06-04
7588,treatment,BR,mobile,1,65.0,1.0,2026-06-02
7589,control,AU,tablet,5,40.6,0.8,2026-06-02
7590,control,US,mobile,1,38.0,1.0,2026-06-05
7591,control,IN,mobile,2,23.0,0.5,2026-06-01
7592,control,US,mobile,1,79.0,1.0,2026-06-04
7593,treatment,US,mobile,5,36.2,0.8,2026-06-01
7594,control,DE,tablet,4,35.2,0.25,2026-06-01
7595,treatment,IN,mobile,3,49.7,1.0,2026-06-03
7596,control,US,mobile,2,21.0,0.5,2026-06-03
7597,control,US,desktop,2,29.0,0.0,2026-06-04
7598,treatment,AU,mobile,12,54.2,0.667,2026-06-04
7599,control,IN,desktop,2,24.0,0.5,2026-06-01
7600,treatment,US,mobile,1,59.0,1.0,2026-06-04
7601,control,PH,mobile,1,19.0,1.0,2026-06-01
7602,control,CA,mobile,14,28.4,0.786,2026-06-02
7603,treatment,CA,desktop,1,112.0,1.0,2026-06-04
7604,treatment,US,desktop,4,39.2,1.0,2026-06-03
7605,treatment,BR,desktop,6,37.5,0.833,2026-06-02
7606,treatment,IN,mobile,0,,,2026-06-05
7607,treatment,AU,tablet,1,38.0,1.0,2026-06-05
7608,treatment,IN,desktop,7,63.6,0.429,2026-06-05
7609,control,IN,mobile,2,49.0,0.5,2026-06-04
7610,treatment,US,mobile,1,41.0,0.0,2026-06-04
7611,control,PH,mobile,2,27.0,1.0,2026-06-04
7612,control,US,desktop,3,22.3,0.667,2026-06-03
7613,treatment,BR,mobile,1,24.0,0.0,2026-06-01
7614,treatment,CA,mobile,5,38.4,0.4,2026-06-04
7615,treatment,US,tablet,0,,,2026-06-02
7616,control,US,desktop,13,40.1,0.308,2026-06-01
7617,treatment,DE,mobile,1,26.0,1.0,2026-06-02
7618,control,IN,mobile,7,43.1,1.0,2026-06-03
7619,control,IN,mobile,3,28.7,0.333,2026-06-04
7620,treatment,US,mobile,3,56.7,0.333,2026-06-03
7621,treatment,BR,mobile,12,53.5,0.917,2026-06-05
7622,control,US,tablet,3,41.3,0.667,2026-06-05
7623,control,IN,desktop,1,13.0,0.0,2026-06-01
7624,control,BR,mobile,2,12.0,0.5,2026-06-03
7625,control,IN,tablet,0,,,2026-06-04
7626,treatment,US,desktop,5,36.6,0.8,2026-06-04
7627,control,US,mobile,6,29.0,0.5,2026-06-02
7628,treatment,US,mobile,1,54.0,1.0,2026-06-01
7629,treatment,IN,mobile,4,51.2,0.5,2026-06-01
7630,control,US,desktop,0,,,2026-06-04
7631,treatment,US,mobile,2,40.0,0.5,2026-06-03
7632,control,IN,mobile,7,30.6,0.714,2026-06-01
7633,control,CA,desktop,1,25.0,1.0,2026-06-01
7634,control,IN,mobile,5,27.6,0.4,2026-06-04
7635,control,AU,mobile,4,25.2,0.75,2026-06-05
7636,control,PH,desktop,4,41.0,0.75,2026-06-04
7637,treatment,GB,mobile,3,44.7,1.0,2026-06-05
7638,control,US,mobile,4,41.5,0.5,2026-06-02
7639,treatment,IN,desktop,2,57.0,1.0,2026-06-01
7640,treatment,BR,tablet,0,,,2026-06-02
7641,control,IN,desktop,4,30.5,1.0,2026-06-04
7642,control,BR,tablet,3,31.0,1.0,2026-06-05
7643,control,US,mobile,7,39.1,0.429,2026-06-01
7644,control,IN,mobile,1,18.0,1.0,2026-06-03
7645,control,AU,desktop,2,33.0,1.0,2026-06-04
7646,control,BR,mobile,3,32.3,0.0,2026-06-01
7647,control,IN,mobile,2,40.0,0.5,2026-06-04
7648,treatment,CA,mobile,7,54.3,0.857,2026-06-02
7649,treatment,DE,mobile,1,69.0,1.0,2026-06-03
7650,treatment,US,mobile,0,,,2026-06-03
7651,control,PH,mobile,4,25.0,0.5,2026-06-03
7652,control,BR,mobile,4,44.5,0.25,2026-06-05
7653,control,IN,mobile,1,54.0,1.0,2026-06-04
7654,treatment,BR,mobile,4,38.0,0.75,2026-06-05
7655,control,CA,desktop,0,,,2026-06-05
7656,treatment,CA,mobile,6,37.2,0.667,2026-06-05
7657,treatment,US,desktop,2,30.0,1.0,2026-06-03
7658,treatment,IN,mobile,3,38.3,0.333,2026-06-01
7659,treatment,US,desktop,2,32.5,0.0,2026-06-01
7660,control,CA,desktop,0,,,2026-06-05
7661,treatment,BR,mobile,1,130.0,1.0,2026-06-02
7662,treatment,US,desktop,1,60.0,1.0,2026-06-03
7663,control,US,mobile,8,36.0,0.875,2026-06-05
7664,control,IN,desktop,4,21.8,0.5,2026-06-01
7665,control,IN,desktop,2,28.5,1.0,2026-06-02
7666,treatment,US,desktop,1,43.0,1.0,2026-06-03
7667,treatment,US,mobile,0,,,2026-06-05
7668,control,BR,tablet,3,23.7,0.667,2026-06-03
7669,treatment,IN,desktop,2,41.5,1.0,2026-06-01
7670,treatment,IN,mobile,7,61.1,0.571,2026-06-01
7671,treatment,IN,tablet,2,96.5,1.0,2026-06-05
7672,treatment,IN,mobile,0,,,2026-06-04
7673,treatment,US,mobile,5,60.6,0.8,2026-06-04
7674,control,US,desktop,0,,,2026-06-01
7675,control,IN,desktop,2,17.0,1.0,2026-06-05
7676,treatment,PH,desktop,3,26.7,0.667,2026-06-05
7677,treatment,CA,mobile,2,37.0,0.5,2026-06-05
7678,control,GB,desktop,6,27.5,1.0,2026-06-03
7679,treatment,CA,mobile,3,37.3,0.667,2026-06-05
7680,treatment,US,mobile,4,30.8,0.75,2026-06-05
7681,control,PH,tablet,4,34.0,0.5,2026-06-01
7682,treatment,AU,desktop,4,47.0,0.5,2026-06-03
7683,control,IN,desktop,7,25.9,1.0,2026-06-01
7684,treatment,US,mobile,3,70.7,1.0,2026-06-02
7685,control,US,mobile,2,32.5,0.5,2026-06-03
7686,control,GB,desktop,3,50.0,0.333,2026-06-03
7687,treatment,IN,desktop,2,47.0,1.0,2026-06-03
7688,control,IN,desktop,7,28.7,0.429,2026-06-01
7689,control,PH,mobile,5,30.4,0.6,2026-06-03
7690,control,BR,desktop,5,31.4,0.8,2026-06-01
7691,treatment,US,mobile,3,33.0,0.667,2026-06-01
7692,treatment,DE,tablet,7,48.6,0.857,2026-06-04
7693,control,US,tablet,3,41.7,0.667,2026-06-03
