user_id,variant,assignment_date,num_questions_asked_alltime,avg_word_count_alltime,quality_answer_rate_alltime,num_questions_post,avg_word_count_post,quality_answer_rate_post,asked_any_post,asked_any_alltime
6413,treatment,2026-06-04,1,22,1,1,22,1,TRUE,TRUE
6414,control,2026-06-01,3,35,1,3,35,1,TRUE,TRUE
6415,treatment,2026-06-03,1,13,0,1,13,0,TRUE,TRUE
6416,control,2026-06-03,1,23,0,1,23,0,TRUE,TRUE
6417,control,2026-06-03,3,36.3,1,3,36.333333333333336,1,TRUE,TRUE
6418,treatment,2026-06-03,2,58,0.5,2,58,0.5,TRUE,TRUE
6419,control,2026-06-05,2,39.5,1,2,39.5,1,TRUE,TRUE
6420,treatment,2026-06-04,2,49,0.5,2,49,0.5,TRUE,TRUE
6421,treatment,2026-06-01,6,46,0.833,6,46,0.8333333333333334,TRUE,TRUE
6422,control,2026-06-03,2,38.5,1,2,38.5,1,TRUE,TRUE
6423,control,2026-06-03,7,21,0.714,7,21,0.7142857142857143,TRUE,TRUE
6424,control,2026-06-02,8,41.1,0.5,8,41.125,0.5,TRUE,TRUE
6425,treatment,2026-06-04,3,72.3,0.333,3,72.33333333333333,0.3333333333333333,TRUE,TRUE
6426,treatment,2026-06-03,2,53.5,1,2,53.5,1,TRUE,TRUE
6427,control,2026-06-05,1,28,1,1,28,1,TRUE,TRUE
6428,control,2026-06-05,2,25.5,0.5,1,17,0,TRUE,TRUE
6429,control,2026-06-03,4,33.2,0.5,4,33.25,0.5,TRUE,TRUE
6430,treatment,2026-06-05,12,67.2,0.667,11,68.0909090909091,0.7272727272727273,TRUE,TRUE
6431,treatment,2026-06-04,3,50.3,1,3,50.333333333333336,1,TRUE,TRUE
6432,treatment,2026-06-05,1,45,1,1,45,1,TRUE,TRUE
6433,treatment,2026-06-02,5,49.8,0.6,5,49.8,0.6,TRUE,TRUE
6434,treatment,2026-06-05,4,36.5,0.75,4,36.5,0.75,TRUE,TRUE
6435,control,2026-06-05,7,23.1,0.857,7,23.142857142857142,0.8571428571428571,TRUE,TRUE
6436,control,2026-06-05,5,34.2,0.6,5,34.2,0.6,TRUE,TRUE
6437,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
6438,control,2026-06-01,1,43,1,1,43,1,TRUE,TRUE
6439,treatment,2026-06-03,1,90,1,1,90,1,TRUE,TRUE
6440,treatment,2026-06-04,1,24,0,1,24,0,TRUE,TRUE
6441,control,2026-06-01,3,28.7,0.333,3,28.666666666666668,0.3333333333333333,TRUE,TRUE
6442,control,2026-06-02,11,27.5,0.636,11,27.454545454545453,0.6363636363636364,TRUE,TRUE
6443,control,2026-06-03,2,48,0.5,2,48,0.5,TRUE,TRUE
6444,control,2026-06-04,2,22.5,0,2,22.5,0,TRUE,TRUE
6445,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
6446,treatment,2026-06-04,6,41,0.667,5,34,0.6,TRUE,TRUE
6447,treatment,2026-06-03,3,25.7,0.667,3,25.666666666666668,0.6666666666666666,TRUE,TRUE
6448,control,2026-06-05,2,22.5,1,2,22.5,1,TRUE,TRUE
6449,control,2026-06-02,1,24,1,1,24,1,TRUE,TRUE
6450,control,2026-06-02,2,35,0.5,2,35,0.5,TRUE,TRUE
6451,treatment,2026-06-01,1,61,1,1,61,1,TRUE,TRUE
6452,control,2026-06-02,6,32.3,0.667,6,32.333333333333336,0.6666666666666666,TRUE,TRUE
6453,treatment,2026-06-01,1,35,1,1,35,1,TRUE,TRUE
6454,control,2026-06-04,7,26.1,0.714,6,23,0.8333333333333334,TRUE,TRUE
6455,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
6456,control,2026-06-04,5,40.2,0.6,4,47,0.75,TRUE,TRUE
6457,control,2026-06-02,6,29.3,0.5,6,29.333333333333332,0.5,TRUE,TRUE
6458,control,2026-06-02,3,59.3,1,3,59.333333333333336,1,TRUE,TRUE
6459,treatment,2026-06-05,4,59.8,0.75,4,59.75,0.75,TRUE,TRUE
6460,control,2026-06-05,3,21,0.667,3,21,0.6666666666666666,TRUE,TRUE
6461,treatment,2026-06-04,5,76.8,0.4,5,76.8,0.4,TRUE,TRUE
6462,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
6463,control,2026-06-02,5,18.6,0.2,5,18.6,0.2,TRUE,TRUE
6464,control,2026-06-01,1,28,1,1,28,1,TRUE,TRUE
6465,control,2026-06-02,1,36,1,1,36,1,TRUE,TRUE
6466,control,2026-06-03,7,29.4,0.429,7,29.428571428571427,0.42857142857142855,TRUE,TRUE
6467,treatment,2026-06-01,2,41,1,2,41,1,TRUE,TRUE
6468,treatment,2026-06-01,2,43.5,1,2,43.5,1,TRUE,TRUE
6469,control,2026-06-02,1,42,1,1,42,1,TRUE,TRUE
6470,control,2026-06-05,2,47,1,2,47,1,TRUE,TRUE
6471,control,2026-06-05,6,24.5,0.667,6,24.5,0.6666666666666666,TRUE,TRUE
6472,control,2026-06-05,1,41,0,0,NA,NA,FALSE,TRUE
6473,control,2026-06-02,4,35.2,0.75,4,35.25,0.75,TRUE,TRUE
6474,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
6475,control,2026-06-03,3,41.3,0.333,3,41.333333333333336,0.3333333333333333,TRUE,TRUE
6476,control,2026-06-04,3,18.7,0.667,3,18.666666666666668,0.6666666666666666,TRUE,TRUE
6477,control,2026-06-03,5,34.4,0.6,5,34.4,0.6,TRUE,TRUE
6478,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6479,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6480,treatment,2026-06-03,8,54.5,0.75,7,52.857142857142854,0.7142857142857143,TRUE,TRUE
6481,control,2026-06-04,7,37.6,0.571,6,39.166666666666664,0.5,TRUE,TRUE
6482,control,2026-06-03,2,18.5,0.5,2,18.5,0.5,TRUE,TRUE
6483,control,2026-06-03,2,41,0.5,2,41,0.5,TRUE,TRUE
6484,treatment,2026-06-03,16,47.3,0.812,15,47.46666666666667,0.8,TRUE,TRUE
6485,treatment,2026-06-04,2,55.5,1,2,55.5,1,TRUE,TRUE
6486,treatment,2026-06-04,2,33.5,1,2,33.5,1,TRUE,TRUE
6487,treatment,2026-06-04,2,53,1,2,53,1,TRUE,TRUE
6488,control,2026-06-04,4,20.2,1,4,20.25,1,TRUE,TRUE
6489,control,2026-06-04,2,34,0.5,2,34,0.5,TRUE,TRUE
6490,control,2026-06-01,1,38,0,1,38,0,TRUE,TRUE
6491,treatment,2026-06-01,2,38,1,2,38,1,TRUE,TRUE
6492,treatment,2026-06-03,1,57,1,1,57,1,TRUE,TRUE
6493,control,2026-06-05,4,39,0.5,4,39,0.5,TRUE,TRUE
6494,control,2026-06-02,4,33.8,0.5,4,33.75,0.5,TRUE,TRUE
6495,control,2026-06-02,4,32.8,0.5,4,32.75,0.5,TRUE,TRUE
6496,control,2026-06-05,3,20.3,0.667,3,20.333333333333332,0.6666666666666666,TRUE,TRUE
6497,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6498,treatment,2026-06-03,8,41.6,0.75,7,39.857142857142854,0.7142857142857143,TRUE,TRUE
6499,treatment,2026-06-04,5,34.4,0.4,5,34.4,0.4,TRUE,TRUE
6500,treatment,2026-06-05,1,43,0,1,43,0,TRUE,TRUE
6501,control,2026-06-04,3,46.3,0.333,3,46.333333333333336,0.3333333333333333,TRUE,TRUE
6502,control,2026-06-04,4,45.8,0.75,4,45.75,0.75,TRUE,TRUE
6503,control,2026-06-05,1,52,1,1,52,1,TRUE,TRUE
6504,control,2026-06-02,5,29,0.6,5,29,0.6,TRUE,TRUE
6505,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
6506,treatment,2026-06-05,3,39.7,0.333,3,39.666666666666664,0.3333333333333333,TRUE,TRUE
6507,treatment,2026-06-05,3,31.7,0.667,3,31.666666666666668,0.6666666666666666,TRUE,TRUE
6508,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
6509,control,2026-06-04,5,26.2,0.8,5,26.2,0.8,TRUE,TRUE
6510,treatment,2026-06-03,3,50.7,1,3,50.666666666666664,1,TRUE,TRUE
6511,control,2026-06-02,1,27,1,1,27,1,TRUE,TRUE
6512,treatment,2026-06-05,1,59,1,1,59,1,TRUE,TRUE
6513,control,2026-06-05,10,26.8,0.6,10,26.8,0.6,TRUE,TRUE
6514,control,2026-06-02,1,41,1,1,41,1,TRUE,TRUE
6515,treatment,2026-06-04,3,46.7,1,3,46.666666666666664,1,TRUE,TRUE
6516,control,2026-06-03,1,19,1,1,19,1,TRUE,TRUE
6517,control,2026-06-04,12,56.2,0.917,12,56.166666666666664,0.9166666666666666,TRUE,TRUE
6518,control,2026-06-03,1,16,0,1,16,0,TRUE,TRUE
6519,treatment,2026-06-02,2,68.5,1,2,68.5,1,TRUE,TRUE
6520,treatment,2026-06-01,4,63,0.5,4,63,0.5,TRUE,TRUE
6521,treatment,2026-06-05,4,57.2,0.25,4,57.25,0.25,TRUE,TRUE
6522,control,2026-06-04,3,21.7,0.667,3,21.666666666666668,0.6666666666666666,TRUE,TRUE
6523,treatment,2026-06-05,5,43.8,1,5,43.8,1,TRUE,TRUE
6524,control,2026-06-01,4,28.5,0.75,4,28.5,0.75,TRUE,TRUE
6525,treatment,2026-06-02,4,52,1,4,52,1,TRUE,TRUE
6526,control,2026-06-02,2,23.5,1,2,23.5,1,TRUE,TRUE
6527,treatment,2026-06-01,2,46,0.5,2,46,0.5,TRUE,TRUE
6528,treatment,2026-06-04,4,28,0.5,4,28,0.5,TRUE,TRUE
6529,treatment,2026-06-02,1,48,1,1,48,1,TRUE,TRUE
6530,treatment,2026-06-04,1,56,1,1,56,1,TRUE,TRUE
6531,treatment,2026-06-03,7,53.6,0.571,7,53.57142857142857,0.5714285714285714,TRUE,TRUE
6532,treatment,2026-06-02,5,42,0.8,5,42,0.8,TRUE,TRUE
6533,treatment,2026-06-03,2,39,0.5,2,39,0.5,TRUE,TRUE
6534,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
6535,treatment,2026-06-01,3,48.3,0.667,3,48.333333333333336,0.6666666666666666,TRUE,TRUE
6536,control,2026-06-03,4,40,0.75,4,40,0.75,TRUE,TRUE
6537,control,2026-06-04,10,37.5,0.6,9,35.22222222222222,0.5555555555555556,TRUE,TRUE
6538,treatment,2026-06-02,2,72.5,0.5,2,72.5,0.5,TRUE,TRUE
6539,control,2026-06-03,3,38.7,0.333,3,38.666666666666664,0.3333333333333333,TRUE,TRUE
6540,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6541,treatment,2026-06-03,7,46.4,0.857,6,46.833333333333336,0.8333333333333334,TRUE,TRUE
6542,treatment,2026-06-02,1,23,0,1,23,0,TRUE,TRUE
6543,control,2026-06-04,6,28.7,0.333,4,25,0.25,TRUE,TRUE
6544,control,2026-06-04,3,25.7,0.667,3,25.666666666666668,0.6666666666666666,TRUE,TRUE
6545,treatment,2026-06-05,7,50,1,7,50,1,TRUE,TRUE
6546,control,2026-06-01,2,51,1,2,51,1,TRUE,TRUE
6547,control,2026-06-02,4,44.5,0.75,4,44.5,0.75,TRUE,TRUE
6548,treatment,2026-06-01,2,68,0.5,2,68,0.5,TRUE,TRUE
6549,treatment,2026-06-03,8,53.8,0.625,8,53.75,0.625,TRUE,TRUE
6550,control,2026-06-01,2,43,1,2,43,1,TRUE,TRUE
6551,treatment,2026-06-03,10,49.8,0.7,10,49.8,0.7,TRUE,TRUE
6552,treatment,2026-06-05,1,45,1,1,45,1,TRUE,TRUE
6553,treatment,2026-06-02,4,52.2,0.75,4,52.25,0.75,TRUE,TRUE
6554,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6555,treatment,2026-06-03,9,45.3,0.667,9,45.333333333333336,0.6666666666666666,TRUE,TRUE
6556,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6557,control,2026-06-05,1,23,0,1,23,0,TRUE,TRUE
6558,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
6559,treatment,2026-06-05,11,51.1,0.636,10,51.5,0.6,TRUE,TRUE
6560,control,2026-06-05,2,26,1,0,NA,NA,FALSE,TRUE
6561,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6562,treatment,2026-06-03,3,43.3,1,3,43.333333333333336,1,TRUE,TRUE
6563,treatment,2026-06-01,1,21,1,1,21,1,TRUE,TRUE
6564,treatment,2026-06-01,3,54.3,1,3,54.333333333333336,1,TRUE,TRUE
6565,treatment,2026-06-04,3,37,0.667,3,37,0.6666666666666666,TRUE,TRUE
6566,treatment,2026-06-01,5,52.2,0.8,5,52.2,0.8,TRUE,TRUE
6567,treatment,2026-06-05,3,31,0.667,3,31,0.6666666666666666,TRUE,TRUE
6568,control,2026-06-05,4,36,0.75,3,39.666666666666664,1,TRUE,TRUE
6569,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
6570,treatment,2026-06-02,1,15,0,1,15,0,TRUE,TRUE
6571,treatment,2026-06-01,7,56.4,0.714,7,56.42857142857143,0.7142857142857143,TRUE,TRUE
6572,control,2026-06-04,2,39,0.5,2,39,0.5,TRUE,TRUE
6573,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
6574,control,2026-06-01,3,26.3,0.333,3,26.333333333333332,0.3333333333333333,TRUE,TRUE
6575,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6576,treatment,2026-06-02,1,49,1,1,49,1,TRUE,TRUE
6577,control,2026-06-04,1,22,1,1,22,1,TRUE,TRUE
6578,control,2026-06-03,4,24.2,0.75,4,24.25,0.75,TRUE,TRUE
6579,control,2026-06-03,1,46,0,1,46,0,TRUE,TRUE
6580,control,2026-06-04,2,23.5,0,2,23.5,0,TRUE,TRUE
6581,treatment,2026-06-04,1,52,1,1,52,1,TRUE,TRUE
6582,treatment,2026-06-05,4,30.2,1,4,30.25,1,TRUE,TRUE
6583,control,2026-06-02,2,40.5,0.5,2,40.5,0.5,TRUE,TRUE
6584,treatment,2026-06-05,3,64,0.667,3,64,0.6666666666666666,TRUE,TRUE
6585,control,2026-06-03,2,29.5,0,2,29.5,0,TRUE,TRUE
6586,control,2026-06-04,15,30.1,0.6,14,31.142857142857142,0.6428571428571429,TRUE,TRUE
6587,control,2026-06-03,5,34.4,1,5,34.4,1,TRUE,TRUE
6588,treatment,2026-06-05,1,48,0,1,48,0,TRUE,TRUE
6589,control,2026-06-03,5,31,0.6,5,31,0.6,TRUE,TRUE
6590,treatment,2026-06-02,1,26,0,1,26,0,TRUE,TRUE
6591,control,2026-06-02,1,40,1,1,40,1,TRUE,TRUE
6592,treatment,2026-06-02,3,78.3,1,2,57.5,1,TRUE,TRUE
6593,treatment,2026-06-03,2,23.5,0,2,23.5,0,TRUE,TRUE
6594,control,2026-06-01,2,38,0.5,2,38,0.5,TRUE,TRUE
6595,control,2026-06-04,2,22.5,0.5,2,22.5,0.5,TRUE,TRUE
6596,control,2026-06-02,2,12.5,0,2,12.5,0,TRUE,TRUE
6597,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
6598,control,2026-06-03,7,35.9,0.571,7,35.857142857142854,0.5714285714285714,TRUE,TRUE
6599,treatment,2026-06-03,3,27.3,0.667,2,25,1,TRUE,TRUE
6600,control,2026-06-04,2,36.5,0.5,2,36.5,0.5,TRUE,TRUE
6601,treatment,2026-06-04,3,30.7,0.333,2,34.5,0.5,TRUE,TRUE
6602,treatment,2026-06-01,5,50.8,0.8,5,50.8,0.8,TRUE,TRUE
6603,treatment,2026-06-02,2,54,1,2,54,1,TRUE,TRUE
6604,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
6605,control,2026-06-05,4,33.5,0.5,4,33.5,0.5,TRUE,TRUE
6606,treatment,2026-06-05,4,49,1,4,49,1,TRUE,TRUE
6607,control,2026-06-01,7,20.4,0.429,7,20.428571428571427,0.42857142857142855,TRUE,TRUE
6608,control,2026-06-03,1,31,1,1,31,1,TRUE,TRUE
6609,treatment,2026-06-03,2,42.5,0.5,2,42.5,0.5,TRUE,TRUE
6610,treatment,2026-06-05,4,49,0.75,4,49,0.75,TRUE,TRUE
6611,control,2026-06-03,3,38,1,3,38,1,TRUE,TRUE
6612,treatment,2026-06-02,4,52.5,0.75,4,52.5,0.75,TRUE,TRUE
6613,treatment,2026-06-01,5,44.2,0.8,5,44.2,0.8,TRUE,TRUE
6614,treatment,2026-06-02,3,40,0.667,3,40,0.6666666666666666,TRUE,TRUE
6615,treatment,2026-06-01,4,63.2,0.25,4,63.25,0.25,TRUE,TRUE
6616,treatment,2026-06-02,12,48.5,0.667,12,48.5,0.6666666666666666,TRUE,TRUE
6617,treatment,2026-06-01,5,35.2,1,5,35.2,1,TRUE,TRUE
6618,control,2026-06-05,3,23,0,3,23,0,TRUE,TRUE
6619,treatment,2026-06-03,4,55.8,0.75,3,47.666666666666664,0.6666666666666666,TRUE,TRUE
6620,treatment,2026-06-02,4,47.2,1,4,47.25,1,TRUE,TRUE
6621,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6622,control,2026-06-03,16,36,0.562,15,33.733333333333334,0.6,TRUE,TRUE
6623,treatment,2026-06-05,1,27,0,1,27,0,TRUE,TRUE
6624,control,2026-06-05,1,22,0,1,22,0,TRUE,TRUE
6625,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
6626,treatment,2026-06-04,1,35,1,1,35,1,TRUE,TRUE
6627,control,2026-06-02,2,59,1,2,59,1,TRUE,TRUE
6628,treatment,2026-06-04,1,43,0,1,43,0,TRUE,TRUE
6629,control,2026-06-04,2,49.5,1,2,49.5,1,TRUE,TRUE
6630,control,2026-06-04,6,31.7,1,4,23.75,1,TRUE,TRUE
6631,control,2026-06-02,6,38.5,0.667,6,38.5,0.6666666666666666,TRUE,TRUE
6632,treatment,2026-06-04,7,43.9,0.429,7,43.857142857142854,0.42857142857142855,TRUE,TRUE
6633,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6634,control,2026-06-03,6,25.8,0.333,6,25.833333333333332,0.3333333333333333,TRUE,TRUE
6635,treatment,2026-06-02,1,25,1,1,25,1,TRUE,TRUE
6636,treatment,2026-06-05,2,82,0.5,2,82,0.5,TRUE,TRUE
6637,control,2026-06-01,1,60,0,1,60,0,TRUE,TRUE
6638,control,2026-06-03,3,18,0.667,3,18,0.6666666666666666,TRUE,TRUE
6639,control,2026-06-01,2,32.5,0.5,2,32.5,0.5,TRUE,TRUE
6640,control,2026-06-01,4,22,1,4,22,1,TRUE,TRUE
6641,control,2026-06-03,2,30,0.5,2,30,0.5,TRUE,TRUE
6642,control,2026-06-04,8,32.5,0.625,8,32.5,0.625,TRUE,TRUE
6643,control,2026-06-04,2,46,0.5,2,46,0.5,TRUE,TRUE
6644,control,2026-06-02,4,38.8,0.5,4,38.75,0.5,TRUE,TRUE
6645,control,2026-06-01,13,29.2,0.923,13,29.23076923076923,0.9230769230769231,TRUE,TRUE
6646,treatment,2026-06-04,8,57.9,0.625,8,57.875,0.625,TRUE,TRUE
6647,control,2026-06-04,5,28.2,0.8,5,28.2,0.8,TRUE,TRUE
6648,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6649,control,2026-06-01,2,15.5,0.5,2,15.5,0.5,TRUE,TRUE
6650,treatment,2026-06-03,3,65,0.667,2,48,0.5,TRUE,TRUE
6651,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
6652,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
6653,treatment,2026-06-01,1,32,1,1,32,1,TRUE,TRUE
6654,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
6655,treatment,2026-06-02,8,54.9,0.625,7,57.142857142857146,0.5714285714285714,TRUE,TRUE
6656,treatment,2026-06-03,1,30,0,1,30,0,TRUE,TRUE
6657,control,2026-06-04,5,39.8,0.8,5,39.8,0.8,TRUE,TRUE
6658,control,2026-06-03,3,37.7,0.667,3,37.666666666666664,0.6666666666666666,TRUE,TRUE
6659,control,2026-06-05,14,46.4,0.857,14,46.357142857142854,0.8571428571428571,TRUE,TRUE
6660,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
6661,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
6662,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
6663,treatment,2026-06-02,2,65,0.5,2,65,0.5,TRUE,TRUE
6664,control,2026-06-03,3,75.3,1,3,75.33333333333333,1,TRUE,TRUE
6665,control,2026-06-02,3,31.3,0.333,3,31.333333333333332,0.3333333333333333,TRUE,TRUE
6666,control,2026-06-01,5,31.4,0.8,5,31.4,0.8,TRUE,TRUE
6667,control,2026-06-05,2,41,0,2,41,0,TRUE,TRUE
6668,treatment,2026-06-04,1,41,0,1,41,0,TRUE,TRUE
6669,control,2026-06-02,1,36,1,1,36,1,TRUE,TRUE
6670,treatment,2026-06-03,2,113,0.5,2,113,0.5,TRUE,TRUE
6671,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
6672,treatment,2026-06-03,12,39.6,0.75,11,41.27272727272727,0.7272727272727273,TRUE,TRUE
6673,treatment,2026-06-01,2,56,1,2,56,1,TRUE,TRUE
6674,treatment,2026-06-05,6,35.7,0.667,6,35.666666666666664,0.6666666666666666,TRUE,TRUE
6675,treatment,2026-06-02,1,105,1,1,105,1,TRUE,TRUE
6676,control,2026-06-03,5,23.6,0.6,5,23.6,0.6,TRUE,TRUE
6677,treatment,2026-06-04,2,27,1,2,27,1,TRUE,TRUE
6678,control,2026-06-02,4,47,1,4,47,1,TRUE,TRUE
6679,control,2026-06-02,7,34.7,0.857,7,34.714285714285715,0.8571428571428571,TRUE,TRUE
6680,control,2026-06-04,4,32,0.75,4,32,0.75,TRUE,TRUE
6681,treatment,2026-06-01,4,72.8,0.75,4,72.75,0.75,TRUE,TRUE
6682,treatment,2026-06-01,1,36,0,1,36,0,TRUE,TRUE
6683,control,2026-06-02,2,24,1,2,24,1,TRUE,TRUE
6684,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
6685,treatment,2026-06-01,6,62.5,0.833,6,62.5,0.8333333333333334,TRUE,TRUE
6686,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
6687,control,2026-06-03,1,18,1,1,18,1,TRUE,TRUE
6688,control,2026-06-04,5,27.8,0.6,5,27.8,0.6,TRUE,TRUE
6689,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
6690,control,2026-06-04,8,46.4,0.625,8,46.375,0.625,TRUE,TRUE
6691,control,2026-06-05,1,38,1,1,38,1,TRUE,TRUE
6692,treatment,2026-06-03,4,54.8,0.75,4,54.75,0.75,TRUE,TRUE
6693,control,2026-06-01,4,28,0.75,4,28,0.75,TRUE,TRUE
6694,control,2026-06-05,8,33.2,0.5,7,31.428571428571427,0.42857142857142855,TRUE,TRUE
6695,treatment,2026-06-03,4,63,1,2,33.5,1,TRUE,TRUE
6696,treatment,2026-06-01,2,125,1,2,125,1,TRUE,TRUE
6697,treatment,2026-06-04,1,13,1,1,13,1,TRUE,TRUE
6698,control,2026-06-03,5,31.2,0.4,5,31.2,0.4,TRUE,TRUE
6699,treatment,2026-06-02,6,46,0.333,6,46,0.3333333333333333,TRUE,TRUE
6700,control,2026-06-04,1,22,0,1,22,0,TRUE,TRUE
6701,treatment,2026-06-01,4,47.2,0.75,4,47.25,0.75,TRUE,TRUE
6702,control,2026-06-01,3,28,1,3,28,1,TRUE,TRUE
6703,treatment,2026-06-01,3,134.3,0.667,3,134.33333333333334,0.6666666666666666,TRUE,TRUE
6704,control,2026-06-02,2,50,1,2,50,1,TRUE,TRUE
6705,treatment,2026-06-05,3,51.3,1,2,48,1,TRUE,TRUE
6706,treatment,2026-06-04,4,70,1,3,75.66666666666667,1,TRUE,TRUE
6707,control,2026-06-05,2,37,0.5,2,37,0.5,TRUE,TRUE
6708,control,2026-06-02,1,37,1,1,37,1,TRUE,TRUE
6709,control,2026-06-04,2,34,1,2,34,1,TRUE,TRUE
6710,treatment,2026-06-04,2,90,1,2,90,1,TRUE,TRUE
6711,treatment,2026-06-04,2,37,1,2,37,1,TRUE,TRUE
6712,treatment,2026-06-03,2,24.5,1,2,24.5,1,TRUE,TRUE
6713,control,2026-06-02,3,18,0.333,3,18,0.3333333333333333,TRUE,TRUE
6714,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
6715,treatment,2026-06-04,1,43,1,1,43,1,TRUE,TRUE
6716,control,2026-06-02,7,35.3,0.714,6,32.666666666666664,0.8333333333333334,TRUE,TRUE
6717,control,2026-06-02,3,29.3,0.667,3,29.333333333333332,0.6666666666666666,TRUE,TRUE
6718,control,2026-06-03,7,31.9,0.429,6,32.666666666666664,0.3333333333333333,TRUE,TRUE
6719,treatment,2026-06-03,5,38.2,0.8,5,38.2,0.8,TRUE,TRUE
6720,control,2026-06-01,1,25,0,1,25,0,TRUE,TRUE
6721,treatment,2026-06-04,1,47,1,1,47,1,TRUE,TRUE
6722,control,2026-06-03,2,30,1,1,42,1,TRUE,TRUE
6723,control,2026-06-05,9,31.1,0.667,9,31.11111111111111,0.6666666666666666,TRUE,TRUE
6724,control,2026-06-01,2,33.5,0,2,33.5,0,TRUE,TRUE
6725,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
6726,treatment,2026-06-03,3,48.3,0.333,3,48.333333333333336,0.3333333333333333,TRUE,TRUE
6727,control,2026-06-04,5,28.6,1,5,28.6,1,TRUE,TRUE
6728,treatment,2026-06-01,1,96,1,1,96,1,TRUE,TRUE
6729,treatment,2026-06-04,2,75.5,1,2,75.5,1,TRUE,TRUE
6730,control,2026-06-01,2,49.5,0.5,2,49.5,0.5,TRUE,TRUE
6731,control,2026-06-01,2,35.5,0,2,35.5,0,TRUE,TRUE
6732,control,2026-06-04,2,32.5,1,2,32.5,1,TRUE,TRUE
6733,control,2026-06-04,4,40.8,1,4,40.75,1,TRUE,TRUE
6734,control,2026-06-03,1,41,0,1,41,0,TRUE,TRUE
6735,control,2026-06-03,4,49.8,0.5,4,49.75,0.5,TRUE,TRUE
6736,control,2026-06-03,6,25,0.167,6,25,0.16666666666666666,TRUE,TRUE
6737,control,2026-06-04,14,39.9,0.929,14,39.857142857142854,0.9285714285714286,TRUE,TRUE
6738,control,2026-06-03,2,24,0.5,2,24,0.5,TRUE,TRUE
6739,treatment,2026-06-01,2,34,1,2,34,1,TRUE,TRUE
6740,treatment,2026-06-05,2,23,0.5,2,23,0.5,TRUE,TRUE
6741,control,2026-06-03,3,24.7,0.333,3,24.666666666666668,0.3333333333333333,TRUE,TRUE
6742,control,2026-06-03,1,29,1,1,29,1,TRUE,TRUE
6743,treatment,2026-06-02,1,40,1,1,40,1,TRUE,TRUE
6744,control,2026-06-04,3,33.3,0.333,3,33.333333333333336,0.3333333333333333,TRUE,TRUE
6745,treatment,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
6746,control,2026-06-03,8,36.9,0.875,8,36.875,0.875,TRUE,TRUE
6747,control,2026-06-05,1,84,1,1,84,1,TRUE,TRUE
6748,treatment,2026-06-02,7,46.6,1,7,46.57142857142857,1,TRUE,TRUE
6749,control,2026-06-05,3,35.3,0.667,3,35.333333333333336,0.6666666666666666,TRUE,TRUE
6750,treatment,2026-06-04,4,43.2,0.25,4,43.25,0.25,TRUE,TRUE
6751,treatment,2026-06-02,2,18,1,2,18,1,TRUE,TRUE
